test_month,model_smape,da_smape,improvement,best_alpha,best_clip
2026-02,25.566051518422757,27.868697431041582,2.302645912618825,0.2,0
2026-03,18.117070299098742,19.58857468033673,1.4715043812379882,0.2,0
2026-04,14.139647008561376,15.431402379529608,1.2917553709682323,0.2,0
2026-05,15.106774066850232,16.58416832086674,1.4773942540165095,0.2,0
